# Disease ID	"Disease Name"	Gene ID
C0033860	"Psoriasis"	63870
C0033860	"Psoriasis"	64135
C0033860	"Psoriasis"	643749
C0033860	"Psoriasis"	64478
C0033860	"Psoriasis"	65245
C0033860	"Psoriasis"	6648
C0033860	"Psoriasis"	6773
C0033860	"Psoriasis"	6774
C0033860	"Psoriasis"	7039
C0033860	"Psoriasis"	7124
C0033860	"Psoriasis"	7128
C0033860	"Psoriasis"	7157
C0033860	"Psoriasis"	7297
C0033860	"Psoriasis"	7422
C0033860	"Psoriasis"	7889
C0033860	"Psoriasis"	79092
C0033860	"Psoriasis"	81890
C0033860	"Psoriasis"	831
C0033860	"Psoriasis"	84648
C0033860	"Psoriasis"	847
C0033860	"Psoriasis"	85463
C0033860	"Psoriasis"	864
C0033860	"Psoriasis"	8651
C0033860	"Psoriasis"	8875
C0033860	"Psoriasis"	8876
C0033860	"Psoriasis"	90134
C0033860	"Psoriasis"	9232
C0033860	"Psoriasis"	9692
C0033860	"Psoriasis"	9825
C0033860	"Psoriasis"	9844
C0027726	"Nephrotic Syndrome"	1277
C0027726	"Nephrotic Syndrome"	1282
C0027726	"Nephrotic Syndrome"	1284
C0027726	"Nephrotic Syndrome"	2
C0027726	"Nephrotic Syndrome"	213
C0027726	"Nephrotic Syndrome"	2152
C0027726	"Nephrotic Syndrome"	2247
C0027726	"Nephrotic Syndrome"	2262
C0027726	"Nephrotic Syndrome"	2981
C0027726	"Nephrotic Syndrome"	3123
C0027726	"Nephrotic Syndrome"	3291
C0027726	"Nephrotic Syndrome"	3558
C0027726	"Nephrotic Syndrome"	462
C0027726	"Nephrotic Syndrome"	4690
C0027726	"Nephrotic Syndrome"	5054
C0027726	"Nephrotic Syndrome"	6648
C0027726	"Nephrotic Syndrome"	7018
C0027726	"Nephrotic Syndrome"	7040
C0027726	"Nephrotic Syndrome"	7827
C0027726	"Nephrotic Syndrome"	8440
C0027726	"Nephrotic Syndrome"	914
C0338480	"Common Migraine"	221692
C0338480	"Common Migraine"	23063
C0338480	"Common Migraine"	23245
C0338480	"Common Migraine"	338342
C0338480	"Common Migraine"	4035
C0338480	"Common Migraine"	4209
C0338480	"Common Migraine"	6863
C0338480	"Common Migraine"	79054
C0338480	"Common Migraine"	796
C0338480	"Common Migraine"	79783
C0338480	"Common Migraine"	9457
C0338480	"Common Migraine"	9910
C0026636	"Mouth Diseases"	10036
C0026636	"Mouth Diseases"	2189
C0026636	"Mouth Diseases"	2937
C0026636	"Mouth Diseases"	3301
C0026636	"Mouth Diseases"	51182
C0026636	"Mouth Diseases"	54541
C0026636	"Mouth Diseases"	56603
C0026636	"Mouth Diseases"	5743
C0026636	"Mouth Diseases"	6283
C0026636	"Mouth Diseases"	672
C0026636	"Mouth Diseases"	8208
C0026636	"Mouth Diseases"	9518
C1838979	"MITOCHONDRIAL COMPLEX I DEFICIENCY"	126328
C1838979	"MITOCHONDRIAL COMPLEX I DEFICIENCY"	137682
C1838979	"MITOCHONDRIAL COMPLEX I DEFICIENCY"	25915
C1838979	"MITOCHONDRIAL COMPLEX I DEFICIENCY"	29078
C1838979	"MITOCHONDRIAL COMPLEX I DEFICIENCY"	374291
C1838979	"MITOCHONDRIAL COMPLEX I DEFICIENCY"	4535
C1838979	"MITOCHONDRIAL COMPLEX I DEFICIENCY"	4536
C1838979	"MITOCHONDRIAL COMPLEX I DEFICIENCY"	4537
C1838979	"MITOCHONDRIAL COMPLEX I DEFICIENCY"	4538
C1838979	"MITOCHONDRIAL COMPLEX I DEFICIENCY"	4540
C1838979	"MITOCHONDRIAL COMPLEX I DEFICIENCY"	4541
C1838979	"MITOCHONDRIAL COMPLEX I DEFICIENCY"	4570
C1838979	"MITOCHONDRIAL COMPLEX I DEFICIENCY"	4694
C1838979	"MITOCHONDRIAL COMPLEX I DEFICIENCY"	4709
C1838979	"MITOCHONDRIAL COMPLEX I DEFICIENCY"	4715
C1838979	"MITOCHONDRIAL COMPLEX I DEFICIENCY"	4719
C1838979	"MITOCHONDRIAL COMPLEX I DEFICIENCY"	4720
C1838979	"MITOCHONDRIAL COMPLEX I DEFICIENCY"	4722
C1838979	"MITOCHONDRIAL COMPLEX I DEFICIENCY"	4723
C1838979	"MITOCHONDRIAL COMPLEX I DEFICIENCY"	4724
C1838979	"MITOCHONDRIAL COMPLEX I DEFICIENCY"	4726
C1838979	"MITOCHONDRIAL COMPLEX I DEFICIENCY"	4728
C1838979	"MITOCHONDRIAL COMPLEX I DEFICIENCY"	4729
C1838979	"MITOCHONDRIAL COMPLEX I DEFICIENCY"	51103
C1838979	"MITOCHONDRIAL COMPLEX I DEFICIENCY"	55572
C1838979	"MITOCHONDRIAL COMPLEX I DEFICIENCY"	79133
C1838979	"MITOCHONDRIAL COMPLEX I DEFICIENCY"	80224
C1838979	"MITOCHONDRIAL COMPLEX I DEFICIENCY"	91942
C0236969	"Substance-Related Disorders"	1012
C0236969	"Substance-Related Disorders"	10160
C0236969	"Substance-Related Disorders"	10207
C0236969	"Substance-Related Disorders"	10257
C0236969	"Substance-Related Disorders"	105
C0236969	"Substance-Related Disorders"	1080
C0236969	"Substance-Related Disorders"	11278
C0236969	"Substance-Related Disorders"	1129
C0236969	"Substance-Related Disorders"	1138
C0236969	"Substance-Related Disorders"	114134
C0236969	"Substance-Related Disorders"	114786
C0236969	"Substance-Related Disorders"	114788
C0236969	"Substance-Related Disorders"	121601
C0236969	"Substance-Related Disorders"	1268
C0236969	"Substance-Related Disorders"	140683
C0236969	"Substance-Related Disorders"	140733
C0236969	"Substance-Related Disorders"	143098
C0236969	"Substance-Related Disorders"	143379
C0236969	"Substance-Related Disorders"	143458
C0236969	"Substance-Related Disorders"	143503
C0236969	"Substance-Related Disorders"	147685
C0236969	"Substance-Related Disorders"	1565
C0236969	"Substance-Related Disorders"	1653
C0236969	"Substance-Related Disorders"	167465
C0236969	"Substance-Related Disorders"	1769
C0236969	"Substance-Related Disorders"	1793
C0236969	"Substance-Related Disorders"	1813
C0236969	"Substance-Related Disorders"	1826
C0236969	"Substance-Related Disorders"	1962
C0236969	"Substance-Related Disorders"	2120
C0236969	"Substance-Related Disorders"	2166
C0236969	"Substance-Related Disorders"	2272
C0236969	"Substance-Related Disorders"	22925
C0236969	"Substance-Related Disorders"	22998
C0236969	"Substance-Related Disorders"	23034
C0236969	"Substance-Related Disorders"	23214
C0236969	"Substance-Related Disorders"	23307
C0236969	"Substance-Related Disorders"	23345
C0236969	"Substance-Related Disorders"	253782
C0236969	"Substance-Related Disorders"	25807
C0236969	"Substance-Related Disorders"	259217
C0236969	"Substance-Related Disorders"	26230
C0236969	"Substance-Related Disorders"	27146
C0236969	"Substance-Related Disorders"	2893
C0236969	"Substance-Related Disorders"	2898
C0236969	"Substance-Related Disorders"	29119
C0236969	"Substance-Related Disorders"	29126
C0236969	"Substance-Related Disorders"	2915
C0236969	"Substance-Related Disorders"	2917
C0236969	"Substance-Related Disorders"	29922
C0236969	"Substance-Related Disorders"	344805
C0236969	"Substance-Related Disorders"	3643
C0236969	"Substance-Related Disorders"	3899
C0236969	"Substance-Related Disorders"	3983
C0236969	"Substance-Related Disorders"	401207
C0236969	"Substance-Related Disorders"	4482
C0236969	"Substance-Related Disorders"	4646
C0236969	"Substance-Related Disorders"	481
C0236969	"Substance-Related Disorders"	4852
C0236969	"Substance-Related Disorders"	4897
C0236969	"Substance-Related Disorders"	4985
C0236969	"Substance-Related Disorders"	5087
C0236969	"Substance-Related Disorders"	51082
C0236969	"Substance-Related Disorders"	51151
C0236969	"Substance-Related Disorders"	5137
C0236969	"Substance-Related Disorders"	51660
C0236969	"Substance-Related Disorders"	5366
C0236969	"Substance-Related Disorders"	54927
C0236969	"Substance-Related Disorders"	55198
C0236969	"Substance-Related Disorders"	55297
C0236969	"Substance-Related Disorders"	55690
C0236969	"Substance-Related Disorders"	55691
C0236969	"Substance-Related Disorders"	55717
C0236969	"Substance-Related Disorders"	55742
C0236969	"Substance-Related Disorders"	5581
C0236969	"Substance-Related Disorders"	5583
C0236969	"Substance-Related Disorders"	55930
C0236969	"Substance-Related Disorders"	57451
C0236969	"Substance-Related Disorders"	5768
C0236969	"Substance-Related Disorders"	57733
C0236969	"Substance-Related Disorders"	5890
C0236969	"Substance-Related Disorders"	64131
C0236969	"Substance-Related Disorders"	64478
C0236969	"Substance-Related Disorders"	64866
C0236969	"Substance-Related Disorders"	65217
C0236969	"Substance-Related Disorders"	6532
C0236969	"Substance-Related Disorders"	6555
C0236969	"Substance-Related Disorders"	6581
C0236969	"Substance-Related Disorders"	7260
C0236969	"Substance-Related Disorders"	79632
C0236969	"Substance-Related Disorders"	79750
C0236969	"Substance-Related Disorders"	79809
C0236969	"Substance-Related Disorders"	79875
C0236969	"Substance-Related Disorders"	80031
C0236969	"Substance-Related Disorders"	80034
C0236969	"Substance-Related Disorders"	80095
C0236969	"Substance-Related Disorders"	80206
C0236969	"Substance-Related Disorders"	8048
C0236969	"Substance-Related Disorders"	81035
C0236969	"Substance-Related Disorders"	83938
C0236969	"Substance-Related Disorders"	8412
C0236969	"Substance-Related Disorders"	84247
C0236969	"Substance-Related Disorders"	84668
C0236969	"Substance-Related Disorders"	84871
C0236969	"Substance-Related Disorders"	8569
C0236969	"Substance-Related Disorders"	9128
C0236969	"Substance-Related Disorders"	91752
C0236969	"Substance-Related Disorders"	9271
C0236969	"Substance-Related Disorders"	93664
C0236969	"Substance-Related Disorders"	9369
C0236969	"Substance-Related Disorders"	9465
C0236969	"Substance-Related Disorders"	9547
C0236969	"Substance-Related Disorders"	9557
C0236969	"Substance-Related Disorders"	9748
C0002878	"Anemia, Hemolytic"	2056
C0002878	"Anemia, Hemolytic"	2539
C0002878	"Anemia, Hemolytic"	2729
C0002878	"Anemia, Hemolytic"	2821
C0002878	"Anemia, Hemolytic"	2936
C0002878	"Anemia, Hemolytic"	3043
C0002878	"Anemia, Hemolytic"	3162
C0002878	"Anemia, Hemolytic"	3440
C0002878	"Anemia, Hemolytic"	3704
C0002878	"Anemia, Hemolytic"	6521
C0002878	"Anemia, Hemolytic"	6710
C0002878	"Anemia, Hemolytic"	7167
C0003873	"Rheumatoid Arthritis"	100506023
C0003873	"Rheumatoid Arthritis"	10057
C0003873	"Rheumatoid Arthritis"	10125
C0003873	"Rheumatoid Arthritis"	101927437
C0003873	"Rheumatoid Arthritis"	1021
C0003873	"Rheumatoid Arthritis"	10257
C0003873	"Rheumatoid Arthritis"	10274
C0003873	"Rheumatoid Arthritis"	10586
C0003873	"Rheumatoid Arthritis"	10628
C0003873	"Rheumatoid Arthritis"	10665
C0003873	"Rheumatoid Arthritis"	10666
C0003873	"Rheumatoid Arthritis"	10678
C0003873	"Rheumatoid Arthritis"	10745
C0003873	"Rheumatoid Arthritis"	10956
C0003873	"Rheumatoid Arthritis"	11102
C0003873	"Rheumatoid Arthritis"	11170
C0003873	"Rheumatoid Arthritis"	117289
C0003873	"Rheumatoid Arthritis"	122618
C0003873	"Rheumatoid Arthritis"	1235
C0003873	"Rheumatoid Arthritis"	1244
C0003873	"Rheumatoid Arthritis"	130540
C0003873	"Rheumatoid Arthritis"	135
C0003873	"Rheumatoid Arthritis"	1356
C0003873	"Rheumatoid Arthritis"	1401
C0003873	"Rheumatoid Arthritis"	1404
C0003873	"Rheumatoid Arthritis"	1437
C0003873	"Rheumatoid Arthritis"	1490
C0003873	"Rheumatoid Arthritis"	1493
C0003873	"Rheumatoid Arthritis"	150577
C0003873	"Rheumatoid Arthritis"	1509
C0003873	"Rheumatoid Arthritis"	151056
C0003873	"Rheumatoid Arthritis"	156
C0003873	"Rheumatoid Arthritis"	160364
C0003873	"Rheumatoid Arthritis"	1656
C0003873	"Rheumatoid Arthritis"	1687
C0003873	"Rheumatoid Arthritis"	171425
C0003873	"Rheumatoid Arthritis"	1719
C0003873	"Rheumatoid Arthritis"	176
C0003873	"Rheumatoid Arthritis"	177
C0003873	"Rheumatoid Arthritis"	1776
C0003873	"Rheumatoid Arthritis"	1803
C0003873	"Rheumatoid Arthritis"	1827
C0003873	"Rheumatoid Arthritis"	196
C0003873	"Rheumatoid Arthritis"	200734
C0003873	"Rheumatoid Arthritis"	2023
C0003873	"Rheumatoid Arthritis"	2147
C0003873	"Rheumatoid Arthritis"	219790
C0003873	"Rheumatoid Arthritis"	2212
C0003873	"Rheumatoid Arthritis"	221895
C0003873	"Rheumatoid Arthritis"	22806
C0003873	"Rheumatoid Arthritis"	2289
C0003873	"Rheumatoid Arthritis"	23228
C0003873	"Rheumatoid Arthritis"	23534
C0003873	"Rheumatoid Arthritis"	2356
C0003873	"Rheumatoid Arthritis"	23569
C0003873	"Rheumatoid Arthritis"	23643
C0003873	"Rheumatoid Arthritis"	23766
C0003873	"Rheumatoid Arthritis"	240
C0003873	"Rheumatoid Arthritis"	26147
C0003873	"Rheumatoid Arthritis"	2618
C0003873	"Rheumatoid Arthritis"	26191
C0003873	"Rheumatoid Arthritis"	2625
C0003873	"Rheumatoid Arthritis"	2638
C0003873	"Rheumatoid Arthritis"	285704
C0003873	"Rheumatoid Arthritis"	2870
C0003873	"Rheumatoid Arthritis"	2920
C0003873	"Rheumatoid Arthritis"	2974
C0003873	"Rheumatoid Arthritis"	3059
C0003873	"Rheumatoid Arthritis"	306
C0003873	"Rheumatoid Arthritis"	3115
C0003873	"Rheumatoid Arthritis"	3118
C0003873	"Rheumatoid Arthritis"	3123
C0003873	"Rheumatoid Arthritis"	3236
C0003873	"Rheumatoid Arthritis"	3237
C0003873	"Rheumatoid Arthritis"	3239
C0003873	"Rheumatoid Arthritis"	326
C0003873	"Rheumatoid Arthritis"	3290
C0003873	"Rheumatoid Arthritis"	3394
C0003873	"Rheumatoid Arthritis"	342132
C0003873	"Rheumatoid Arthritis"	3458
C0003873	"Rheumatoid Arthritis"	3486
C0003873	"Rheumatoid Arthritis"	3491
C0003873	"Rheumatoid Arthritis"	3516
C0003873	"Rheumatoid Arthritis"	3553
C0003873	"Rheumatoid Arthritis"	3557
C0003873	"Rheumatoid Arthritis"	3559
C0003873	"Rheumatoid Arthritis"	356
C0003873	"Rheumatoid Arthritis"	3560
C0003873	"Rheumatoid Arthritis"	3569
C0003873	"Rheumatoid Arthritis"	3570
C0003873	"Rheumatoid Arthritis"	3572
C0003873	"Rheumatoid Arthritis"	3576
C0003873	"Rheumatoid Arthritis"	3586
C0003873	"Rheumatoid Arthritis"	3606
C0003873	"Rheumatoid Arthritis"	3654
C0003873	"Rheumatoid Arthritis"	3655
C0003873	"Rheumatoid Arthritis"	3663
C0003873	"Rheumatoid Arthritis"	3798
C0003873	"Rheumatoid Arthritis"	3899
C0003873	"Rheumatoid Arthritis"	3934
C0003873	"Rheumatoid Arthritis"	4082
C0003873	"Rheumatoid Arthritis"	412
C0003873	"Rheumatoid Arthritis"	4204
C0003873	"Rheumatoid Arthritis"	4218
C0003873	"Rheumatoid Arthritis"	4261
C0003873	"Rheumatoid Arthritis"	4282
C0003873	"Rheumatoid Arthritis"	4313
C0003873	"Rheumatoid Arthritis"	4319
C0003873	"Rheumatoid Arthritis"	4321
C0003873	"Rheumatoid Arthritis"	4353
C0003873	"Rheumatoid Arthritis"	4520
C0003873	"Rheumatoid Arthritis"	4524
C0003873	"Rheumatoid Arthritis"	4688
C0003873	"Rheumatoid Arthritis"	471
C0003873	"Rheumatoid Arthritis"	4794
C0003873	"Rheumatoid Arthritis"	4795
C0003873	"Rheumatoid Arthritis"	4982
C0003873	"Rheumatoid Arthritis"	50943
C0003873	"Rheumatoid Arthritis"	5138
C0003873	"Rheumatoid Arthritis"	51561
C0003873	"Rheumatoid Arthritis"	51744
C0003873	"Rheumatoid Arthritis"	5243
C0003873	"Rheumatoid Arthritis"	53347
C0003873	"Rheumatoid Arthritis"	5341
C0003873	"Rheumatoid Arthritis"	5444
C0003873	"Rheumatoid Arthritis"	5453
C0003873	"Rheumatoid Arthritis"	54541
C0003873	"Rheumatoid Arthritis"	54826
C0003873	"Rheumatoid Arthritis"	54899
C0003873	"Rheumatoid Arthritis"	55289
C0003873	"Rheumatoid Arthritis"	55755
C0003873	"Rheumatoid Arthritis"	5583
C0003873	"Rheumatoid Arthritis"	5588
C0003873	"Rheumatoid Arthritis"	55937
C0003873	"Rheumatoid Arthritis"	55971
C0003873	"Rheumatoid Arthritis"	56244
C0003873	"Rheumatoid Arthritis"	5673
C0003873	"Rheumatoid Arthritis"	56901
C0003873	"Rheumatoid Arthritis"	57007
C0003873	"Rheumatoid Arthritis"	5743
C0003873	"Rheumatoid Arthritis"	5747
C0003873	"Rheumatoid Arthritis"	57705
C0003873	"Rheumatoid Arthritis"	5771
C0003873	"Rheumatoid Arthritis"	57719
C0003873	"Rheumatoid Arthritis"	5788
C0003873	"Rheumatoid Arthritis"	5890
C0003873	"Rheumatoid Arthritis"	5911
C0003873	"Rheumatoid Arthritis"	5966
C0003873	"Rheumatoid Arthritis"	597
C0003873	"Rheumatoid Arthritis"	624
C0003873	"Rheumatoid Arthritis"	633
C0003873	"Rheumatoid Arthritis"	6355
C0003873	"Rheumatoid Arthritis"	6366
C0003873	"Rheumatoid Arthritis"	6372
C0003873	"Rheumatoid Arthritis"	639
C0003873	"Rheumatoid Arthritis"	640
C0003873	"Rheumatoid Arthritis"	6441
C0003873	"Rheumatoid Arthritis"	652
C0003873	"Rheumatoid Arthritis"	652968
C0003873	"Rheumatoid Arthritis"	653361
C0003873	"Rheumatoid Arthritis"	654
C0003873	"Rheumatoid Arthritis"	6556
C0003873	"Rheumatoid Arthritis"	6583
C0003873	"Rheumatoid Arthritis"	6611
C0003873	"Rheumatoid Arthritis"	6648
C0003873	"Rheumatoid Arthritis"	6772
C0003873	"Rheumatoid Arthritis"	6775
C0003873	"Rheumatoid Arthritis"	6821
C0003873	"Rheumatoid Arthritis"	7090
C0003873	"Rheumatoid Arthritis"	7097
C0003873	"Rheumatoid Arthritis"	7112
C0003873	"Rheumatoid Arthritis"	7124
C0003873	"Rheumatoid Arthritis"	7127
C0003873	"Rheumatoid Arthritis"	7128
C0003873	"Rheumatoid Arthritis"	7185
C0003873	"Rheumatoid Arthritis"	7189
C0003873	"Rheumatoid Arthritis"	7297
C0003873	"Rheumatoid Arthritis"	7422
C0003873	"Rheumatoid Arthritis"	7852
C0003873	"Rheumatoid Arthritis"	79016
C0003873	"Rheumatoid Arthritis"	7917
C0003873	"Rheumatoid Arthritis"	79258
C0003873	"Rheumatoid Arthritis"	79722
C0003873	"Rheumatoid Arthritis"	7980
C0003873	"Rheumatoid Arthritis"	800
C0003873	"Rheumatoid Arthritis"	8013
C0003873	"Rheumatoid Arthritis"	81567
C0003873	"Rheumatoid Arthritis"	81849
C0003873	"Rheumatoid Arthritis"	8200
C0003873	"Rheumatoid Arthritis"	8320
C0003873	"Rheumatoid Arthritis"	84159
C0003873	"Rheumatoid Arthritis"	84162
C0003873	"Rheumatoid Arthritis"	847
C0003873	"Rheumatoid Arthritis"	84709
C0003873	"Rheumatoid Arthritis"	84752
C0003873	"Rheumatoid Arthritis"	85313
C0003873	"Rheumatoid Arthritis"	858
C0003873	"Rheumatoid Arthritis"	860
C0003873	"Rheumatoid Arthritis"	8604
C0003873	"Rheumatoid Arthritis"	861
C0003873	"Rheumatoid Arthritis"	8714
C0003873	"Rheumatoid Arthritis"	8740
C0003873	"Rheumatoid Arthritis"	8764
C0003873	"Rheumatoid Arthritis"	8836
C0003873	"Rheumatoid Arthritis"	90355
C0003873	"Rheumatoid Arthritis"	9052
C0003873	"Rheumatoid Arthritis"	9135
C0003873	"Rheumatoid Arthritis"	914
C0003873	"Rheumatoid Arthritis"	9145
C0003873	"Rheumatoid Arthritis"	916
C0003873	"Rheumatoid Arthritis"	921
C0003873	"Rheumatoid Arthritis"	9308
C0003873	"Rheumatoid Arthritis"	9355
C0003873	"Rheumatoid Arthritis"	9370
C0003873	"Rheumatoid Arthritis"	940
C0003873	"Rheumatoid Arthritis"	9415
C0003873	"Rheumatoid Arthritis"	9429
C0003873	"Rheumatoid Arthritis"	9474
C0003873	"Rheumatoid Arthritis"	958
C0003872	"Arthritis, Psoriatic"	10758
C0003872	"Arthritis, Psoriatic"	3107
C0003872	"Arthritis, Psoriatic"	3576
C0003872	"Arthritis, Psoriatic"	3593
C0003872	"Arthritis, Psoriatic"	400957
C0003872	"Arthritis, Psoriatic"	4049
C0003872	"Arthritis, Psoriatic"	4210
C0003872	"Arthritis, Psoriatic"	4843
C0003872	"Arthritis, Psoriatic"	4929
C0003872	"Arthritis, Psoriatic"	54620
C0003872	"Arthritis, Psoriatic"	5966
C0003872	"Arthritis, Psoriatic"	64127
C0003872	"Arthritis, Psoriatic"	643749
C0003872	"Arthritis, Psoriatic"	652
C0003872	"Arthritis, Psoriatic"	7124
C0003872	"Arthritis, Psoriatic"	860
C0003872	"Arthritis, Psoriatic"	968
C0002871	"Anemia"	10533
C0002871	"Anemia"	113235
C0002871	"Anemia"	142
C0002871	"Anemia"	1437
C0002871	"Anemia"	1440
C0002871	"Anemia"	183
C0002871	"Anemia"	2056
C0002871	"Anemia"	2936
C0002871	"Anemia"	30061
C0002871	"Anemia"	3240
C0002871	"Anemia"	3440
C0002871	"Anemia"	3481
C0002871	"Anemia"	3558
C0002871	"Anemia"	3562
C0002871	"Anemia"	374569
C0002871	"Anemia"	4524
C0002871	"Anemia"	51312
C0002871	"Anemia"	538
C0002871	"Anemia"	5617
C0002871	"Anemia"	5741
C0002871	"Anemia"	57817
C0002871	"Anemia"	5972
C0002871	"Anemia"	6648
C0002871	"Anemia"	7124
C0002871	"Anemia"	7298
C0002871	"Anemia"	8797
C0002871	"Anemia"	9474
C0206698	"Cholangiocarcinoma"	10232
C0206698	"Cholangiocarcinoma"	1956
C0206698	"Cholangiocarcinoma"	2064
C0206698	"Cholangiocarcinoma"	2263
C0206698	"Cholangiocarcinoma"	2778
C0206698	"Cholangiocarcinoma"	3417
C0206698	"Cholangiocarcinoma"	3418
C0206698	"Cholangiocarcinoma"	3569
C0206698	"Cholangiocarcinoma"	3845
C0206698	"Cholangiocarcinoma"	4089
C0206698	"Cholangiocarcinoma"	4843
C0206698	"Cholangiocarcinoma"	5178
C0206698	"Cholangiocarcinoma"	54894
C0206698	"Cholangiocarcinoma"	55193
C0206698	"Cholangiocarcinoma"	5566
C0206698	"Cholangiocarcinoma"	5567
C0206698	"Cholangiocarcinoma"	5743
C0206698	"Cholangiocarcinoma"	5774
C0206698	"Cholangiocarcinoma"	58508
